Project Status,Schedule Variance,Project Description,Milestone Description,Milestone Type,Milestone Indentifier,Project Status,Stage,Work Notes:,Actual/Schedule Finish,Baseline Date,Variance (d),Variance (%)
Cancelled,N/A,Project 166,3.10 HYB Product Backlog,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,3.11 Prelim Sol'n Arch Design (PSAD) Sign Off,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,0%,Project 166,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,08/08/2024,08/08/2024,0,0.0%
Cancelled,0%,Project 166,3.15 Benefits Realisation Plan Sign Off,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,08/08/2024,08/08/2024,0,0.0%
Cancelled,0%,Project 166,3.16 Stakeholder Assessment & Eng Plan Complete,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,08/08/2024,08/08/2024,0,0.0%
Cancelled,0%,Project 166,3.17 Change on a Page Complete,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,08/08/2024,08/08/2024,0,0.0%
Cancelled,0%,Project 166,3.18 Change Management Plan Complete,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,08/08/2024,08/08/2024,0,0.0%
Cancelled,N/A,Project 166,3.21 Final Business Case Approved - FIAC (>$1M),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,0%,Project 166,3.22 IT Work Package (Opt),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,08/08/2024,08/08/2024,0,0.0%
Cancelled,0%,Project 166,DCS REGISTRATION COMPLETE (>$5M),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,08/08/2024,08/08/2024,0,0.0%
Cancelled,N/A,Project 166,4.01 Sol'n Architecture Design (SAD) Sign Off,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.00 Infrastructure Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.12 Comms Plan Sign Off,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,0%,Project 166,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,04/10/2024,04/10/2024,0,0.0%
Cancelled,0%,Project 166,5.06 Release Requested (Opt),Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,04/10/2024,04/10/2024,0,0.0%
Cancelled,0%,Project 166,5.07 GR Cyber Sec Test Support Requested (Opt),Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,04/10/2024,04/10/2024,0,0.0%
Cancelled,0%,Project 166,5.00 Service Continuity Runbook Complete,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,04/10/2024,04/10/2024,0,0.0%
Cancelled,0%,Project 166,5.00 ICT Release Board Approval (CAB),Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,04/10/2024,04/10/2024,0,0.0%
Cancelled,0%,Project 166,3.23 GR Records Management Team Engaged (Opt),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,08/08/2024,08/08/2024,0,0.0%
Cancelled,0%,Project 166,3.19 GR Service Design & Definition Team Engaged,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,08/08/2024,08/08/2024,0,0.0%
Cancelled,N/A,Project 92,3.01 Non-Standard Service Request Raised (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,3.02 GR Cyber Sec Requirements Form Submitted,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,3.03 GR Cyber Sec Assessment Form Submitted (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,3.23 GR Records Management Team Engaged (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.08 Infrastructure Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.11 Security Risk Assessment (SRA) Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.12 Comms Plan Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.15 Detailed Change Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.16 GR Cyber Sec Change Consult Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.17 GR Cyber Sec Sol'n Review Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 92,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,17/01/2025,17/01/2025,0,0.0%
Cancelled,N/A,Project 92,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 92,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,05/02/2025,05/02/2025,0,0.0%
Cancelled,0%,Project 92,5.00 Service Continuity Runbook Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,14/02/2025,14/02/2025,0,0.0%
Cancelled,N/A,Project 92,5.07 GR Cyber Sec Test Support Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,5.01 Test Cases Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,5.04 Training Management Plan Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,5.06 Release Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 139,3.07 Product Vision Sign Off (Opt),Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,3.08 HYB Release Plan,Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,3.09 HYB High Level Story Map,Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,3.10 HYB Product Backlog,Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,3.12 Program Architecture Guide,Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,3.13 RFx/Other Procurement Document Sign Off,Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,3.18 Change Management Plan Complete,Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,3.20 Test Strategy Sign Off,Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,3.21 Final Business Case Approved - FIAC (>$1M),Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,3.22 IT Work Package (Opt),Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,DCS REGISTRATION COMPLETE (>$5M),Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,Cancelled,6. Implement,Delay reason shown here,10/12/2024,10/12/2024,0,0.0%
Cancelled,N/A,Project 139,5.04 Training Management Plan Sign Off (Opt),Deliverable,Unassigned,Cancelled,6. Implement,Delay reason shown here,,,,
Cancelled,0%,Project 139,5.00 Service Continuity Runbook Complete,Deliverable,Unassigned,Cancelled,6. Implement,Delay reason shown here,30/04/2025,30/04/2025,0,0.0%
Cancelled,0%,Project 139,6.04 HYB Release Retrospective Complete,Deliverable,Unassigned,Cancelled,6. Implement,Delay reason shown here,10/01/2025,10/01/2025,0,0.0%
Cancelled,N/A,Project 139,6.06 New Form for Creating New Service (IT Catal.),Deliverable,Unassigned,Cancelled,6. Implement,Delay reason shown here,,,,
Cancelled,0%,Project 139,3.23 GR Records Management Team Engaged (Opt),Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 139,3.19 GR Service Design & Definition Team Engaged,Deliverable,Project Kickoff,Cancelled,6. Implement,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 165,3.01 Non-Standard Service Request Raised (Opt),Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,3.07 Product Vision Sign Off (Opt),Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,3.08 HYB Release Plan,Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,3.09 HYB High Level Story Map,Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,3.10 HYB Product Backlog,Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,3.11 Prelim Sol'n Arch Design (PSAD) Sign Off,Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,3.12 Program Architecture Guide,Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,3.16 Stakeholder Assessment & Eng Plan Complete,Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,3.17 Change on a Page Complete,Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,3.18 Change Management Plan Complete,Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,3.22 IT Work Package (Opt),Deliverable,Project Kickoff,Cancelled,5. Build & Test,Delay reason shown here,23/11/2023,23/11/2023,0,0.0%
Cancelled,0%,Project 165,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,29/03/2023,29/03/2023,0,0.0%
Cancelled,0%,Project 165,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,29/03/2023,29/03/2023,0,0.0%
Cancelled,0%,Project 165,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,29/03/2023,29/03/2023,0,0.0%
Cancelled,N/A,Project 165,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,30/11/2021,,,
Cancelled,N/A,Project 165,4.00 Infrastructure Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,30/11/2021,,,
Cancelled,N/A,Project 165,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,30/11/2021,,,
Cancelled,0%,Project 165,4.12 Comms Plan Sign Off,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,29/03/2023,29/03/2023,0,0.0%
Cancelled,0%,Project 165,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,29/03/2023,29/03/2023,0,0.0%
Cancelled,>25%+,Project 165,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,30/11/2021,29/11/2024,760,35.4%
Cancelled,0%,Project 165,4.15 Detailed Change Impact Assessment Complete,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,29/03/2023,29/03/2023,0,0.0%
Cancelled,N/A,Project 165,4.16 GR Cyber Sec Change Consult Requested (Opt),Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,30/11/2021,,,
Cancelled,N/A,Project 165,4.17 GR Cyber Sec Sol'n Review Requested (Opt),Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,30/11/2021,,,
Cancelled,0%,Project 165,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,27/09/2024,27/09/2024,0,0.0%
Cancelled,N/A,Project 165,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,30/11/2021,,,
Cancelled,N/A,Project 165,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,Cancelled,5. Build & Test,Delay reason shown here,30/11/2021,,,
Cancelled,0%,Project 132,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,0%,Project 132,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,N/A,Project 132,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 132,4.15 Detailed Change Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 42,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,4.12 Comms Plan Sign Off,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,4.15 Detailed Change Impact Assessment Complete,Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,Cancelled,7. Closure,Delay reason shown here,28/06/2024,28/06/2024,0,0.0%
Cancelled,0%,Project 147,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,0%,Project 147,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,0%,Project 147,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,0%,Project 147,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,0%,Project 147,4.00 Infrastructure Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,0%,Project 147,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,N/A,Project 147,4.12 Comms Plan Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 147,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,0%,Project 147,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,0%,Project 147,4.15 Detailed Change Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,N/A,Project 147,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 147,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 147,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
